,5
"Cardiac_arrhythmia|Atrial_fibrillation,_familial,_4|Long_QT_syndrome_6|Cardiovascular_phenotype|not_provided",1
"Congenital_long_QT_syndrome|Long_QT_syndrome_3/6,_digenic",1
Long_QT_syndrome_6|not_provided,1
Long_QT_syndrome_6|Cardiovascular_phenotype|not_provided,1
Acquired_long_QT_syndrome|Long_QT_syndrome_6|not_provided,1
"Atrial_fibrillation,_familial,_4|Long_QT_syndrome_6|Cardiovascular_phenotype|KCNE2-Related_Disorders|not_provided",1
Jervell_and_Lange-Nielsen_syndrome|Long_QT_syndrome|Jervell_and_Lange-Nielsen_syndrome_2|Long_QT_syndrome_5|Brugada_syndrome|Arrhythmogenic_right_ventricular_cardiomyopathy|Congenital_long_QT_syndrome|Jervell_and_Lange-Nielsen_syndrome_1|Sudden_unexplained_death|not_specified|Cardiovascular_phenotype|not_provided,1
"See_cases|Dyskeratosis_congenita,_autosomal_recessive_5|Pulmonary_fibrosis_and/or_bone_marrow_failure,_Telomere-related,_3|Dyskeratosis_congenita|Interstitial_lung_disease_2|not_provided",1
Long_QT_syndrome|Jervell_and_Lange-Nielsen_syndrome_2|Long_QT_syndrome_5|Congenital_long_QT_syndrome|not_specified,1
Long_QT_syndrome|Jervell_and_Lange-Nielsen_syndrome_2|Noise_induced_hearing_loss|Long_QT_syndrome_5|Congenital_long_QT_syndrome|not_specified|Cardiovascular_phenotype|not_provided,1
Long_QT_syndrome|Jervell_and_Lange-Nielsen_syndrome_2|Congenital_long_QT_syndrome|not_specified|Cardiovascular_phenotype|not_provided,1
Hereditary_thrombocytopenia_and_hematological_cancer_predisposition_syndrome_associated_with_RUNX1|not_specified,1
"Hereditary_thrombocytopenia_and_hematological_cancer_predisposition_syndrome_associated_with_RUNX1|Leukemia,_acute_myeloid,_m0_subtype|Transient_myeloproliferative_disorder_of_Down_syndrome",1
Autosomal_recessive_nonsyndromic_hearing_loss_29|not_provided,1
Autosomal_recessive_nonsyndromic_hearing_loss_29,1
Neurodevelopmental_with_craniofacial_anomalies_disorder,1
DYRK1A-related_intellectual_disability_syndrome|Complex_neurodevelopmental_disorder,1
Hypertrophic_cardiomyopathy|Long_QT_syndrome|Long_QT_syndrome_6|Congenital_long_QT_syndrome|not_specified|Cardiovascular_phenotype|not_provided,1
"Long_QT_syndrome|Long_QT_syndrome_6|not_specified|Long_QT_syndrome,_drug-associated|Cardiovascular_phenotype|not_provided",1
"Atrial_fibrillation,_familial,_4|Long_QT_syndrome_6|Congenital_long_QT_syndrome|not_provided",1
See_cases|Global_developmental_delay|Failure_to_thrive|Neurodevelopmental_abnormality|Hereditary_spastic_paraplegia_17|ZTTK_syndrome|Inborn_genetic_diseases|not_provided,1
"Ceroid_lipofuscinosis,_neuronal,_4_(Kufs_type)|Neuronal_ceroid_lipofuscinosis|not_specified|not_provided",1
"Ceroid_lipofuscinosis,_neuronal,_4_(Kufs_type)|Neuronal_ceroid_lipofuscinosis|Neuronal_Ceroid-Lipofuscinosis,_Recessive|not_provided",1
Hypotrichosis-lymphedema-telangiectasia_syndrome,1
Enterokinase_deficiency,1
"Alzheimer_disease|Alzheimer_disease_type_1|Cerebral_amyloid_angiopathy,_APP-related|Primary_degenerative_dementia_of_the_Alzheimer_type,_presenile_onset|not_provided",1
Alzheimer_disease_type_1|not_provided,1
Alzheimer_disease|Vascular_dementia|not_provided,1
Alzheimer_disease,1
Amyotrophic_lateral_sclerosis_type_1|not_provided,1
Amyotrophic_lateral_sclerosis|Amyotrophic_lateral_sclerosis_type_1|not_provided,1
"Amyotrophic_lateral_sclerosis|Amyotrophic_lateral_sclerosis_type_1|Amyotrophic_lateral_sclerosis_1,_autosomal_recessive|Amyotrophic_Lateral_Sclerosis,_Dominant|not_provided",1
Amyotrophic_lateral_sclerosis_type_1|Motor_neuron_disease|not_provided,1
Glucocorticoid_deficiency_2|Glucocorticoid_deficiency_1,1
Glucocorticoid_deficiency_2|not_provided,1
Primary_ciliary_dyskinesia|Primary_ciliary_dyskinesia_26|not_provided,1
"Early-onset_Parkinson_disease_20|Developmental_and_epileptic_encephalopathy,_53|not_specified|not_provided",1
"Mortality_risk_in_patients_with_severe_coronavirus_disease_(COVID-19)|Hepatitis_B_virus,_susceptibility_to|Immunodeficiency_45|not_provided",1
"Hepatitis_B_virus,_susceptibility_to|Inflammatory_bowel_disease_25|not_specified",1
Inflammatory_bowel_disease_25,1
Familial_cold_autoinflammatory_syndrome_2|not_provided,1
Familial_cold_autoinflammatory_syndrome_2|not_specified,1
Autoinflammatory_syndrome,1
Connective_tissue_disorder|Multiple_epiphyseal_dysplasia_type_1|Pseudoachondroplastic_spondyloepiphyseal_dysplasia_syndrome|not_specified|not_provided,1
"Acute_megakaryoblastic_leukemia|Lymphoblastic_leukemia,_acute,_with_lymphomatous_features|T-B+_severe_combined_immunodeficiency_due_to_JAK3_deficiency|not_specified|not_provided",1
T-B+_severe_combined_immunodeficiency_due_to_JAK3_deficiency|not_specified|not_provided,1
Severe_combined_immunodeficiency_disease|T-B+_severe_combined_immunodeficiency_due_to_JAK3_deficiency,1
"Acute_megakaryoblastic_leukemia|Lymphoblastic_leukemia,_acute,_with_lymphomatous_features|T-B+_severe_combined_immunodeficiency_due_to_JAK3_deficiency|not_specified",1
T-B+_severe_combined_immunodeficiency_due_to_JAK3_deficiency,1
Congenital_hypothyroidism|Familial_thyroid_dyshormonogenesis_1,1
Mendelian_susceptibility_to_mycobacterial_diseases_due_to_complete_IL12RB1_deficiency|not_provided,1
Intellectual_disability|Seizure|Megalencephaly-capillary_malformation-polymicrogyria_syndrome|Megalencephaly-polymicrogyria-polydactyly-hydrocephalus_syndrome_1|Overgrowth_syndrome_and/or_cerebral_malformations_due_to_abnormalities_in_MTOR_pathway_genes|Inborn_genetic_diseases|not_provided,1
Pseudoachondroplastic_spondyloepiphyseal_dysplasia_syndrome|not_provided,1
Connective_tissue_disorder|Multiple_epiphyseal_dysplasia_type_1|Pseudoachondroplastic_spondyloepiphyseal_dysplasia_syndrome|Carpal_tunnel_syndrome_2|not_specified|not_provided,1
Hemolytic_anemia_due_to_glucophosphate_isomerase_deficiency|not_specified|not_provided,1
"Right_atrial_isomerism|Congenital_heart_defects,_multiple_types,_6|Progressive_myoclonic_epilepsy_type_8|not_provided",1
"SLC25A42-related_mitochondrial_disorder|Inborn_mitochondrial_myopathy|Metabolic_crises,_recurrent,_with_variable_encephalomyopathic_features_and_neurologic_regression",1
Neurodegeneration_with_brain_iron_accumulation_4|Hereditary_spastic_paraplegia_43|not_provided,1
Mental_deterioration|Tremor|Dystonic_disorder|Adult-onset_night_blindness|Peripheral_visual_field_loss|Pigmentary_pallidal_degeneration|Neurodegeneration_with_brain_iron_accumulation_4|Hereditary_spastic_paraplegia_43|not_provided,1
Intellectual_disability|Global_developmental_delay|Neurodegeneration_with_brain_iron_accumulation_4|not_provided,1
Neurodegeneration|Hereditary_spastic_paraplegia_43|Hereditary_spastic_paraplegia|Brain_iron_accummulation|not_provided,1
Neurodegeneration_with_brain_iron_accumulation_4|Hereditary_spastic_paraplegia_43|Hereditary_spastic_paraplegia|not_specified|not_provided,1
Abnormality_of_iron_homeostasis|Neurodegeneration_with_brain_iron_accumulation_4|not_provided,1
Neurodegeneration_with_brain_iron_accumulation_4|not_specified|not_provided,1
Cryptorchidism,1
Combined_oxidative_phosphorylation_defect_type_23|not_specified|not_provided,1
"Celiac_disease,_susceptibility_to,_4",1
Hypertrophic_cardiomyopathy_19|not_provided,1
"Abnormality_of_the_nervous_system|Familial_hemiplegic_migraine|Episodic_ataxia_type_2|Spinocerebellar_ataxia_type_6|Developmental_and_epileptic_encephalopathy,_42|Migraine,_familial_hemiplegic,_1|Developmental_and_epileptic_encephalopathy,_52|Inborn_genetic_diseases|not_provided",1
"Episodic_ataxia_type_2|Spinocerebellar_ataxia_type_6|Developmental_and_epileptic_encephalopathy,_42|Migraine,_familial_hemiplegic,_1|Inborn_genetic_diseases|not_specified|not_provided",1
"Episodic_ataxia_type_2|Spinocerebellar_ataxia_type_6|Developmental_and_epileptic_encephalopathy,_42|Migraine,_familial_hemiplegic,_1|Inborn_genetic_diseases|not_specified",1
"Episodic_ataxia_type_2|Developmental_and_epileptic_encephalopathy,_42",1
"Intellectual_disability|Intellectual_disability,_autosomal_recessive_3|not_provided",1
"Intellectual_disability,_autosomal_recessive_3|Inborn_genetic_diseases",1
"Intellectual_disability,_autosomal_recessive_3|Inborn_genetic_diseases|not_provided",1
"Intellectual_disability,_autosomal_recessive_3|Inborn_genetic_diseases|not_specified|Smith-Magenis_Syndrome-like|not_provided",1
"Intellectual_disability,_autosomal_recessive_3|Inborn_genetic_diseases|not_specified",1
"Cerebral_arteriopathy,_autosomal_dominant,_with_subcortical_infarcts_and_leukoencephalopathy,_type_1",1
Lateral_meningocele_syndrome|not_provided,1
"Pulmonary_arterial_hypertension|Cerebral_arteriopathy,_autosomal_dominant,_with_subcortical_infarcts_and_leukoencephalopathy,_type_1|not_specified|not_provided",1
"Cerebral_arteriopathy,_autosomal_dominant,_with_subcortical_infarcts_and_leukoencephalopathy,_type_1|Lateral_meningocele_syndrome|not_specified|not_provided",1
"Cerebral_arteriopathy,_autosomal_dominant,_with_subcortical_infarcts_and_leukoencephalopathy,_type_1|Lateral_meningocele_syndrome|Myofibromatosis,_infantile,_2|not_provided",1
"Recurrent_subcortical_infarcts|Cerebral_arteriopathy,_autosomal_dominant,_with_subcortical_infarcts_and_leukoencephalopathy,_type_1|not_provided",1
Autosomal_recessive_congenital_ichthyosis_5|not_provided,1
Autosomal_recessive_congenital_ichthyosis_5|Lamellar_ichthyosis|not_provided,1
acenocoumarol_response_-_Dosage|warfarin_response_-_Dosage|not_provided,1
Hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy_19|Arrhythmogenic_right_ventricular_cardiomyopathy|not_provided,1
Cystinuria|not_specified|not_provided,1
"Generalized_epilepsy_with_febrile_seizures_plus,_type_1|Brugada_syndrome_5|Cardiovascular_phenotype|not_provided",1
"Migraine|Episodic_ataxia_type_2|Spinocerebellar_ataxia_type_6|Developmental_and_epileptic_encephalopathy,_42|Migraine,_familial_hemiplegic,_1|Developmental_and_epileptic_encephalopathy,_52|Inborn_genetic_diseases|not_provided",1
desflurane_response_-_Toxicity|enflurane_response_-_Toxicity|halothane_response_-_Toxicity|isoflurane_response_-_Toxicity|methoxyflurane_response_-_Toxicity|sevoflurane_response_-_Toxicity|succinylcholine_response_-_Toxicity|Central_core_myopathy|not_provided,1
Congenital_secretory_sodium_diarrhea_3|not_provided,1
"Malignant_hyperthermia,_susceptibility_to,_1|King_Denborough_syndrome|not_provided",1
"Malignant_hyperthermia,_susceptibility_to,_1|Central_core_disease,_autosomal_recessive|not_specified|RYR1-Related_Disorders|not_provided",1
Rhabdomyolysis,1
"Malignant_hyperthermia_of_anesthesia|Congenital_multicore_myopathy_with_external_ophthalmoplegia|Central_core_myopathy|Malignant_hyperthermia,_susceptibility_to,_1|Congenital_myopathy_with_fiber_type_disproportion|King_Denborough_syndrome|RYR1-Related_Disorders",1
"Congenital_multicore_myopathy_with_external_ophthalmoplegia|Central_core_myopathy|Malignant_hyperthermia,_susceptibility_to,_1|Neuromuscular_disease,_congenital,_with_uniform_type_1_fiber|not_specified|Malignant_hypothermia|RYR1-Related_Disorders|not_provided",1
Respiratory_insufficiency|Myopathy|Congenital_muscular_dystrophy|not_specified|not_provided,1
Respiratory_insufficiency|Myopathy|Congenital_muscular_dystrophy,1
Central_core_myopathy|Congenital_myopathy_with_fiber_type_disproportion|not_provided,1
"desflurane_response_-_Toxicity|enflurane_response_-_Toxicity|halothane_response_-_Toxicity|isoflurane_response_-_Toxicity|methoxyflurane_response_-_Toxicity|sevoflurane_response_-_Toxicity|succinylcholine_response_-_Toxicity|Central_core_myopathy|Malignant_hyperthermia,_susceptibility_to,_1|not_provided",1
Brugada_syndrome_5|not_specified|not_provided,1
"Malignant_hyperthermia_of_anesthesia|Malignant_hyperthermia,_susceptibility_to,_1|King_Denborough_syndrome|RYR1-Related_Disorders|not_provided",1
"desflurane_response_-_Toxicity|enflurane_response_-_Toxicity|halothane_response_-_Toxicity|isoflurane_response_-_Toxicity|methoxyflurane_response_-_Toxicity|sevoflurane_response_-_Toxicity|succinylcholine_response_-_Toxicity|Malignant_hyperthermia_of_anesthesia|Congenital_multicore_myopathy_with_external_ophthalmoplegia|Central_core_myopathy|Malignant_hyperthermia,_susceptibility_to,_1|Congenital_myopathy_with_fiber_type_disproportion|King_Denborough_syndrome|Inborn_genetic_diseases|RYR1-Related_Disorders|not_provided",1
Congenital_multicore_myopathy_with_external_ophthalmoplegia,1
"Congenital_multicore_myopathy_with_external_ophthalmoplegia|Central_core_myopathy|Malignant_hyperthermia,_susceptibility_to,_1|Congenital_myopathy_with_fiber_type_disproportion|Congenital_myopathy|King_Denborough_syndrome|not_specified|RYR1-Related_Disorders|not_provided",1
"Congenital_multicore_myopathy_with_external_ophthalmoplegia|Central_core_myopathy|Malignant_hyperthermia,_susceptibility_to,_1|Congenital_myopathy_with_fiber_type_disproportion|King_Denborough_syndrome|not_specified|Myopathy,_RYR1-associated|RYR1-Related_Disorders|not_provided",1
Malignant_hypothermia|RYR1-Related_Disorders|not_provided,1
"Myopathy|Congenital_multicore_myopathy_with_external_ophthalmoplegia|Central_core_myopathy|Malignant_hyperthermia,_susceptibility_to,_1|Congenital_myopathy_with_fiber_type_disproportion|King_Denborough_syndrome|Neuromuscular_disease,_congenital,_with_uniform_type_1_fiber|Myopathy,_RYR1-associated|RYR1-Related_Disorders|not_provided",1
"Congenital_multicore_myopathy_with_external_ophthalmoplegia|Central_core_myopathy|Malignant_hyperthermia,_susceptibility_to,_1|Congenital_myopathy|Neuromuscular_disease,_congenital,_with_uniform_type_1_fiber|not_specified|RYR1-Related_Disorders|not_provided",1
"Malignant_hyperthermia,_susceptibility_to,_1|Congenital_myopathy|not_specified|RYR1-Related_Disorders|not_provided",1
"Intellectual_disability|Microcephaly_2,_primary,_autosomal_recessive,_with_or_without_cortical_malformations|not_specified|not_provided",1
"Microcephaly_2,_primary,_autosomal_recessive,_with_or_without_cortical_malformations|Autosomal_recessive_primary_microcephaly|not_provided",1
"Abnormal_cerebral_morphology|Microcephaly_2,_primary,_autosomal_recessive,_with_or_without_cortical_malformations|Inborn_genetic_diseases|not_provided",1
not_specified|Primary_Microcephaly_2_With_or_Without_Cortical_Malformations|not_provided,1
"Seizure|Long_QT_syndrome|Generalized_epilepsy_with_febrile_seizures_plus,_type_1|Brugada_syndrome_5|not_specified|Cardiovascular_phenotype|not_provided",1
Ventricular_fibrillation|Brugada_syndrome_5|not_specified|not_provided,1
Brugada_syndrome_5|not_specified,1
Cardiac_arrhythmia|Brugada_syndrome_5|not_specified|not_provided,1
"Seizure|Generalized_epilepsy_with_febrile_seizures_plus,_type_1|Brugada_syndrome_5|not_specified|Cardiovascular_phenotype|not_provided",1
Seizure|Brugada_syndrome_5|Cardiovascular_phenotype|not_provided,1
Hereditary_hemochromatosis|Hemochromatosis_type_1,1
Hereditary_spastic_paraplegia_75|Hereditary_spastic_paraplegia|not_provided,1
Hereditary_spastic_paraplegia_75|Hereditary_spastic_paraplegia,1
Hereditary_spastic_paraplegia_75|not_provided,1
Hereditary_spastic_paraplegia_75,1
Cytochrome-c_oxidase_deficiency_disease,1
Kidney_disease|Congenital_nephrotic_syndrome|Finnish_congenital_nephrotic_syndrome|not_specified|not_provided,1
Proteinuria|Focal_segmental_glomerulosclerosis|Congenital_nephrotic_syndrome|Finnish_congenital_nephrotic_syndrome|not_provided,1
Congenital_nephrotic_syndrome|Finnish_congenital_nephrotic_syndrome|Atypical_hemolytic-uremic_syndrome|not_specified|not_provided,1
Focal_segmental_glomerulosclerosis|Congenital_nephrotic_syndrome|not_specified|not_provided,1
Focal_segmental_glomerulosclerosis|Finnish_congenital_nephrotic_syndrome|not_provided,1
Focal_segmental_glomerulosclerosis|Finnish_congenital_nephrotic_syndrome|not_specified|not_provided,1
Polycystic_lipomembranous_osteodysplasia_with_sclerosing_leukoencephalopathy_1|not_provided,1
"Intellectual_disability|Episodic_ataxia_type_2|Developmental_and_epileptic_encephalopathy,_42|Inborn_genetic_diseases|not_specified|not_provided",1
"Non-progressive_congenital_cerebellar_ataxia|Global_developmental_delay|Enlarged_cisterna_magna|Neurodevelopmental_delay|Episodic_ataxia_type_2|Spinocerebellar_ataxia_type_6|Developmental_and_epileptic_encephalopathy,_42|Inborn_genetic_diseases|Chronic_and_progressive_ataxia|Ataxia___Neurologic_(child_onset)|not_provided",1
Inborn_genetic_diseases|RYR1-Related_Disorders|not_provided,1
Immunodeficiency_35|not_provided,1
Diamond-Blackfan_anemia_15_with_mandibulofacial_dysostosis|not_provided,1
Plasma_triglyceride_level_quantitative_trait_locus,1
Weill-Marchesani_syndrome|not_specified|not_provided,1
"Autosomal_dominant_cerebellar_ataxia,_deafness_and_narcolepsy|Hereditary_sensory_neuropathy-deafness-dementia_syndrome|Charcot-Marie-Tooth_disease|not_provided",1
"Autosomal_dominant_cerebellar_ataxia,_deafness_and_narcolepsy|Hereditary_sensory_neuropathy-deafness-dementia_syndrome|not_specified|not_provided",1
Hereditary_sensory_neuropathy-deafness-dementia_syndrome|not_specified,1
"Autosomal_dominant_cerebellar_ataxia,_deafness_and_narcolepsy|Hereditary_sensory_neuropathy-deafness-dementia_syndrome|Inborn_genetic_diseases|not_specified|not_provided",1
Beckwith-Wiedemann_syndrome|Hereditary_sensory_neuropathy-deafness-dementia_syndrome|Inborn_genetic_diseases|not_provided,1
Landsteiner-Wiener_phenotype,1
Peripheral_neuropathy|Autosomal_dominant_centronuclear_myopathy|Charcot-Marie-Tooth_disease_dominant_intermediate_B|Inborn_genetic_diseases|not_specified,1
Abnormality_of_the_musculature|Autosomal_dominant_centronuclear_myopathy|Charcot-Marie-Tooth_disease_dominant_intermediate_B|Centronuclear_myopathy|not_provided,1
Autosomal_dominant_centronuclear_myopathy|Charcot-Marie-Tooth_disease_dominant_intermediate_B|Centronuclear_myopathy|not_specified|not_provided,1
Charcot-Marie-Tooth_disease_dominant_intermediate_B,1
Autosomal_dominant_centronuclear_myopathy|Charcot-Marie-Tooth_disease_dominant_intermediate_B|Inborn_genetic_diseases|not_provided,1
Autosomal_dominant_centronuclear_myopathy|Charcot-Marie-Tooth_disease_dominant_intermediate_B|not_specified,1
Charcot-Marie-Tooth_disease_dominant_intermediate_B|Centronuclear_myopathy|Inborn_genetic_diseases|not_specified|not_provided,1
Charcot-Marie-Tooth_disease_dominant_intermediate_B|Inborn_genetic_diseases,1
Charcot-Marie-Tooth_disease_dominant_intermediate_B|Autosomal_dominant_Charcot-Marie-Tooth_disease_type_2M|not_provided,1
Myopathy|Autosomal_dominant_centronuclear_myopathy|Charcot-Marie-Tooth_disease_dominant_intermediate_B|Centronuclear_myopathy|not_provided,1
Autosomal_dominant_centronuclear_myopathy|Charcot-Marie-Tooth_disease_dominant_intermediate_B|Charcot-Marie-Tooth_disease|Centronuclear_myopathy|not_provided,1
Diamond-Blackfan_anemia_15_with_mandibulofacial_dysostosis,1
Methylmalonic_acidemia_due_to_transcobalamin_receptor_defect|not_provided,1
Familial_hemophagocytic_lymphohistiocytosis_5|Autoinflammatory_syndrome|not_provided,1
Familial_hemophagocytic_lymphohistiocytosis_5|Autoinflammatory_syndrome|not_specified,1
Hyperinsulinism_due_to_INSR_deficiency|Insulin-resistant_diabetes_mellitus_AND_acanthosis_nigricans|not_provided,1
